DestinationPort,FlowDuration,TotalFwd_Packets,TotalBackwardPackets,TotalLengthofFwdPackets,TotalLengthofBwdPackets,FwdPacketLengthMax,FwdPacketLengthMin,FwdPacketLengthMean,FwdPacketLengthStd,BwdPacketLengthMax,BwdPacketLengthMin,BwdPacketLengthMean,BwdPacketLengthStd,FlowBytes_s,FlowPackets_s,FlowIATMean,FlowIATStd,FlowIATMax,FlowIATMin,FwdIATTotal,FwdIATMean,FwdIATStd,FwdIATMax,FwdIATMin,BwdIATTotal,BwdIATMean,BwdIATStd,BwdIATMax,BwdIATMin,FwdPSHFlags,BwdPSHFlags,FwdURGFlags,BwdURGFlags,FwdHeaderLength,BwdHeaderLength,FwdPackets_s,BwdPackets_s,MinPacketLength,MaxPacketLength,PacketLengthMean,PacketLengthStd,PacketLengthVariance,FINFlagCount,SYNFlagCount,RSTFlagCount,PSHFlagCount,ACKFlagCount,URGFlagCount,CWEFlagCount,ECEFlagCount,Down_Up_Ratio,AveragePacketSize,AvgFwdSegmentSize,AvgBwdSegmentSize,FwdAvgBytes_Bulk,FwdAvgPackets_Bulk,FwdAvgBulkRate,BwdAvgBytes_Bulk,BwdAvgPackets_Bulk,BwdAvgBulkRate,SubflowFwdPackets,SubflowFwdBytes,SubflowBwdPackets,SubflowBwdBytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,ActiveMean,ActiveStd,ActiveMax,ActiveMin,IdleMean,IdleStd,IdleMax,IdleMin,Class
0.0012208335240885,0.0429849652138491,9.962441595186147e-06,3.694317400973822e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119691119691119,0.4000001550931323,0.014328316547264,0.0351098036674528,0.0429775079751874,1.133333229444454e-06,0.042984925,0.0214924625,0.0438236991586538,0.0429775,7.425e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4921688386876623e-05,7.388634801947645e-06,1.938664156666667e-07,9.6933208e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.962441595186147e-06,0.0,3.694317400973822e-06,0.0,0.4455718994140625,0.4419097900390625,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0008088022097086,1.4666677544452511e-06,4.9812207975930745e-06,7.388634801947644e-06,5.345811347988096e-05,3.955342902711324e-07,0.0013698630136986,0.0185078079814921,0.0084163065943421,0.0,0.0094368340943683,0.084931506849315,0.0354800966589309,0.0,0.1127339584483054,0.4045714285719999,4.944444402962963e-07,7.212059509433961e-07,1.0416666579861113e-06,1.1666665597222321e-07,2.5e-08,2.5e-08,0.0,2.5e-08,2.5e-08,4e-07,4e-07,0.0,4e-07,4e-07,0.0,0.0,0.0,0.0,9.585264764183316e-06,7.388634801947645e-06,0.00380952381,0.005714285715,0.0235467255334805,0.0053082191780821,0.0319179958397212,0.0139682436088471,0.000195323076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0308908045977011,0.0084163065943421,0.0354800966589309,0.0,0.0,0.0,0.0,0.0,0.0,4.9812207975930745e-06,5.345811347988096e-05,7.388634801947644e-06,3.955086995336023e-07,0.0,0.0,5.195048080169982e-06,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0012208335240885,0.0441671994240062,9.962441595186147e-06,3.694317400973822e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119691119691119,0.400000150941716,0.01472239431898,0.0360757454127358,0.0441597829653351,9.583332454861192e-07,0.0441671583333333,0.0220835791666666,0.0450295031971153,0.044159775,7.383333333333333e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4921688386876623e-05,7.388634801947645e-06,1.88677145e-07,9.43385725e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.962441595186147e-06,0.0,3.694317400973822e-06,0.0,0.4455718994140625,0.4419097900390625,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0012208335240885,0.0446985581514306,9.962441595186147e-06,3.694317400973822e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119691119691119,0.4000001491473803,0.014899513767504,0.0365102456957547,0.0446914496275712,1.0499999037500088e-06,0.0446985166666666,0.0223492583333333,0.0455720461778846,0.0446914416666666,7.075e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4921688386876623e-05,7.388634801947645e-06,1.864342253333334e-07,9.32171125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.962441595186147e-06,0.0,3.694317400973822e-06,0.0,0.4455718994140625,0.4419097900390625,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0012208335240885,0.0473349684401015,9.962441595186147e-06,3.694317400973822e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119691119691119,0.4000001408403343,0.0157783165351806,0.038663959610849,0.0473276579389361,1.3833332065277891e-06,0.047334925,0.0236674625,0.048260420264423,0.04732765,7.275e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4921688386876623e-05,7.388634801947645e-06,1.76050418e-07,8.8025209e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.962441595186147e-06,0.0,3.694317400973822e-06,0.0,0.4455718994140625,0.4419097900390625,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0012208335240885,0.0494097866455917,9.962441595186147e-06,3.694317400973822e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119691119691119,0.4000001349261591,0.0164699220877506,0.0403592282193396,0.0494025829216451,8.916665849305632e-07,0.0494097416666666,0.0247048708333333,0.0503766752764423,0.049402575,7.166666666666667e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4921688386876623e-05,7.388634801947645e-06,1.6865769900000005e-07,8.43288495e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.962441595186147e-06,0.0,3.694317400973822e-06,0.0,0.4455718994140625,0.4419097900390625,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0008088022097086,1.7166679398620554e-06,4.9812207975930745e-06,7.388634801947644e-06,4.677584929489584e-05,2.5199362041467305e-07,0.0011986301369863,0.0161943319838056,0.0073642682700493,0.0,0.0060121765601217,0.0541095890410958,0.0226042551294801,0.0,0.1124169465632775,0.4039024390239999,5.777777729351852e-07,4.2556433679245286e-07,9.249999922916668e-07,4.833332890277819e-07,4e-07,4e-07,0.0,4e-07,4e-07,3.916666666666667e-07,3.916666666666667e-07,0.0,3.916666666666667e-07,3.916666666666667e-07,0.0,0.0,0.0,0.0,1.5336423622693307e-05,1.1821815683116233e-05,0.0032520325203333,0.0048780487805,0.0206033848417954,0.0033818493150684,0.0224539389337573,0.0077432654781244,6.002307692307692e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0217313218390804,0.0073642682700493,0.0226042551294801,0.0,0.0,0.0,0.0,0.0,0.0,4.9812207975930745e-06,4.677584929489584e-05,7.388634801947644e-06,2.5197731663834337e-07,0.0,0.0,5.195048080169982e-06,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0012208335240885,0.0455914004802886,9.962441595186147e-06,3.694317400973822e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119691119691119,0.4000001462265418,0.0151971276483572,0.0372413358136792,0.0455856246201197,1.1416665620138984e-06,0.0455913583333333,0.0227956791666666,0.0464853442788461,0.0455856166666666,5.741666666666667e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4921688386876623e-05,7.388634801947645e-06,1.827831773333334e-07,9.13915885e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.962441595186147e-06,0.0,3.694317400973822e-06,0.0,0.4455718994140625,0.4419097900390625,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0008088022097086,1.2416675875701277e-06,4.9812207975930745e-06,7.388634801947644e-06,5.512867952612724e-05,1.5629984051036686e-07,0.0014126712328767,0.0190861769809138,0.0086793161754153,0.0,0.0037290715372907,0.0335616438356164,0.014020360776513,0.0,0.1124444908228228,0.4054054054059999,4.194444409212963e-07,9.463642384433962e-07,1.1916666567361111e-06,1.1666665597222321e-07,2.5e-08,2.5e-08,0.0,2.5e-08,2.5e-08,2.5e-08,2.5e-08,0.0,2.5e-08,2.5e-08,0.0,0.0,0.0,0.0,1.5336423622693307e-05,1.1821815683116233e-05,0.0045045045033333,0.0067567567549999,0.0242825607064017,0.002097602739726,0.018278619710538,0.0024292597580603,5.907692307692308e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0176903735632183,0.0086793161754153,0.014020360776513,0.0,0.0,0.0,0.0,0.0,0.0,4.9812207975930745e-06,5.512867952612724e-05,7.388634801947644e-06,1.562897280415041e-07,0.0,0.0,5.195048080169982e-06,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0012208335240885,0.0476414853341016,9.962441595186147e-06,3.694317400973822e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119691119691119,0.4000001399341923,0.0158804887593292,0.0389163971226415,0.0476358162697015,9.333332477777856e-07,0.0476414416666666,0.0238207208333333,0.0485763746153846,0.0476358083333333,5.633333333333333e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4921688386876623e-05,7.388634801947645e-06,1.749177406666667e-07,8.745887050000002e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.962441595186147e-06,0.0,3.694317400973822e-06,0.0,0.4455718994140625,0.4419097900390625,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0012208335240885,0.0441392160699185,9.962441595186147e-06,3.694317400973822e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119691119691119,0.4000001510374097,0.0147130665440577,0.0360528828537735,0.044131799632235,1.1416665620138984e-06,0.044139175,0.0220695875,0.0450009639663461,0.0441317916666666,7.383333333333333e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4921688386876623e-05,7.388634801947645e-06,1.8879676233333338e-07,9.4398381e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.962441595186147e-06,0.0,3.694317400973822e-06,0.0,0.4455718994140625,0.4419097900390625,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.7708800683666774,5.583337474308627e-07,0.0,3.694317400973822e-06,5.011698138738839e-06,9.56937799043062e-09,0.0002568493150684,0.0034702139965297,0.0015780574864391,0.0,0.0004566210045662,0.0041095890410958,0.0017167788705934,0.0,0.1120471120471042,0.4060606060599999,5.583333286805555e-07,0.0,5.583333286805555e-07,6.416666078472277e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.792632382091659e-06,3.6943174009738223e-06,0.00505050505,0.007575757575,0.0044150110375275,0.0002568493150684,0.0027835461488128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.0032327586206896,0.0015780574864391,0.0017167788705934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011698138738839e-06,3.694317400973822e-06,9.568758859683924e-09,0.0052490234375,0.0039520263671875,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0012208335240885,0.0455100004199169,9.962441595186147e-06,3.694317400973822e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119691119691119,0.4000001464880853,0.01516999431525,0.0371747703301886,0.0455041746207985,1.116666564305565e-06,0.0455099583333333,0.0227549791666666,0.0464022252283653,0.0455041666666666,5.7916666666666666e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4921688386876623e-05,7.388634801947645e-06,1.8311010700000002e-07,9.15550535e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.962441595186147e-06,0.0,3.694317400973822e-06,0.0,0.4455718994140625,0.4419097900390625,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0012208335240885,0.0431330236569925,9.962441595186147e-06,3.694317400973822e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119691119691119,0.4000001545607595,0.0143776693218527,0.0352189534198113,0.0431159246407006,1.4166665368055674e-06,0.0431329833333333,0.0215664916666666,0.0439550323557692,0.0431159166666666,1.7066666666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4921688386876623e-05,7.388634801947645e-06,1.9320094933333334e-07,9.66004745e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.962441595186147e-06,0.0,3.694317400973822e-06,0.0,0.4455718994140625,0.4419097900390625,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.7746951731294542,3.666669386113128e-07,0.0,3.694317400973822e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119691119691119,0.4093023255819999,3.666666636111111e-07,0.0,3.666666636111111e-07,4.499999587500038e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.668211811346654e-06,5.910907841558116e-06,0.0077519379833333,0.011627906975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.694317400973822e-06,0.0,0.005340576171875,0.5009918212890625,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
